epoch,repeat,chain,relax_success,relax_error,unrelaxed_path,relaxed_path,relaxed_exists,mean_plddt,min_plddt,max_plddt,num_residues,pdb_path
23,5,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,True,66.01574825174832,34.72,79.09,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
24,3,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,True,68.98199999999997,30.6,81.66,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
25,3,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,True,72.04909090909096,28.35,83.76,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
26,5,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,True,66.18979020979023,29.51,79.92,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
27,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,72.78600000000006,28.15,83.43,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
28,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,71.56869930069931,28.23,83.18,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
29,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,71.43762237762247,24.24,84.06,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
30,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,73.79036363636361,30.17,85.45,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
31,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,71.33155244755247,26.23,84.52,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
32,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,73.38781818181826,25.66,85.92,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
2,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,29.716484517304192,22.99,42.14,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
3,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,34.91533697632057,24.19,47.3,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
4,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,36.46464480874314,23.77,48.81,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
5,5,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,True,40.01938069216759,25.72,54.22,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb
6,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,44.0063387978142,24.69,65.75,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
7,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,42.64974499089249,23.84,60.99,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
8,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,50.04841530054644,26.09,70.77,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
9,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,50.82918032786883,26.98,69.24,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
10,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,55.55291438979963,28.55,69.18,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
11,2,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,True,63.25601092896178,27.14,74.31,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
12,5,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,True,68.08546448087436,28.05,78.88,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb
13,2,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,True,64.76125683060111,27.34,75.48,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
14,1,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,True,69.52887067395267,37.34,78.88,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb
15,5,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,True,70.97608378870676,35.37,81.23,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb
16,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,58.50901639344263,24.41,75.93,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
17,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,69.39287795992719,30.92,80.48,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
18,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,71.08409836065572,29.25,79.81,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
19,1,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,True,72.66566484517304,30.86,81.76,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb
20,2,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,True,72.46484517304184,32.17,81.26,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
21,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,56.91848816029146,26.6,74.44,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
22,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,72.28357012750456,29.54,81.13,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
23,5,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,True,63.93639344262294,22.41,76.41,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb
24,2,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,True,67.88387978142075,27.24,77.99,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
25,1,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,True,72.26036429872505,30.47,83.31,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb
26,3,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,True,52.01154826958102,23.54,72.27,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
27,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,75.1873041894354,29.54,83.91,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
28,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,74.94136612021859,37.1,84.16,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
29,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,72.83712204007288,30.94,83.56,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
30,2,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,True,76.47868852459007,45.74,85.66,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
31,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,75.81531876138428,31.23,86.01,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
32,4,5i6x_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,True,76.93950819672136,31.22,86.3,549,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
2,4,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,True,29.63458158995815,21.49,47.81,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
3,5,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,True,35.36774058577408,23.67,48.34,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
4,4,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,True,37.64617154811719,24.64,54.84,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
5,4,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,True,38.28345188284523,25.37,56.53,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
6,2,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_2/predictions/6nbf_A_model_1_relaxed.pdb,True,40.773577405857765,25.08,60.66,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb
7,4,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,True,41.53407949790792,24.23,60.72,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
8,2,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_2/predictions/6nbf_A_model_1_relaxed.pdb,True,46.11763598326356,22.61,68.08,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb
9,5,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,True,45.96774058577402,22.72,69.81,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
10,1,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/6nbf_A_model_1_relaxed.pdb,True,46.71650627615063,24.54,67.92,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb
11,5,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,True,51.13857740585776,22.56,74.95,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
12,4,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,True,53.839895397489535,21.52,77.88,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
13,5,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,True,50.429769874477024,22.08,75.46,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
14,5,6nbf_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,True,55.07156903765688,21.43,77.73,478,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
